Issue id,Summary,Status,Priority,Resolution,Description
218230,"""default"" colorCustomization doesn't get unset when removing setting override",,,completed,"From https://github.com/microsoft/vscode/issues/170576 Add to setting ``` ""workbench.colorCustomizations"": { ""editor.background"": ""default"", ``` - See that the editor background changes to the 'default' gray color - Comment or delete the setting - The background color doesn't change back to the theme color, and I can't make it go back until reloading the window"
218225,Right clicking the graph part of Incoming/Outgoing shows a context menu that applies to the changes above,,,completed,"Testing #217398 <img width=""290"" alt=""image"" src=""https://github.com/user-attachments/assets/59f185bc-46c7-4c69-a8bc-9ec215d03f94""> I feel like this context menu should not show up in this case - and in fact, it doesn't if you right click on the commit message to the right... it just repros when you right click on the graph part (the dots, or the lines)"
218219,Disable Install another version option for deprecated extensions,,,completed,<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- Please search existing issues to avoid creating duplicates. --> <!-- Describe the feature you'd like. --> Testing #215447 1. Open an extension window for the rebornix.Ruby extension. 2. Press the gear icon to reveal a context menu. 3. :bug: The Install another version menu item is still enabled. Clicking on it doesn't do anything. ![Install another version context menu item shown as enabled](https://github.com/user-attachments/assets/5e36970c-947e-479b-baee-b6bae6688afc)
218217,Accessible help doesn't restore focus to individual hover part,,,completed,"Testing #217237 on Linux - Open a hover with multiple parts - Tab to focus one of the hover parts - Open accessible view/help - Esc to close it - Now the whole hover is focused, instead of the individual part I'd focused"
218215,Commit Amend doesn't auto stage,,,completed,"Testing #217398 * be in this state where you have 1 local commit already and a changed file <img width=""328"" alt=""image"" src=""https://github.com/user-attachments/assets/bce6f225-df0e-4933-bf89-70451af4e94d""> * run Commit (Amend) <img width=""530"" alt=""image"" src=""https://github.com/user-attachments/assets/2445784f-09ea-4955-adf4-815aa1a7e2ae""> * 🐛 Notice that the changed file is not staged in the commit file that opens ```ini move command to file # Please enter the commit message for your changes. Lines starting # with '#' will be ignored, and an empty message aborts the commit. # # Date: Tue Jun 25 14:13:45 2024 -0700 # # On branch main # Your branch is ahead of 'origin/main' by 1 commit. # (use ""git push"" to publish your local commits) # # Changes to be committed: # new file: src/web/commands.ts # modified: src/web/extension.ts # # Changes not staged for commit: # modified: package.json # ``` Since I have `""git.enableSmartCommit"": true,` I expect this to auto stage as it does for the `Commit` action"
218187,Configure KeyBinding Doesn't Work,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.2 - OS Version: Windows 23H2 Steps to Reproduce: 1. Make sure you have multiple repos 2. Right click on the commit id/branch of one repro, then select ""Configure Keybinding"
218151,Incorrect editor scroll position when moving between stack frames after hitting exception,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: not applicable <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.90.2 - OS Version: macOS 14.2.1 Steps to Reproduce: 1. The bug happens only when the editor height is small. Adjust the editor height to be small either by opening the"
218133,Accessibility: keyboard access to an Actions icon is non-intuitive,,,completed,Testing #217139 1. Create a new profile based off of the Python template. 2. Use the keyboard to navigate to a listed extension. 3. Try to navigate to the Actions icon on the right using the right arrow or tab keys. 4. :bug: Focus goes to a checkbox in another row.
218126,Profiles Editor: bolt icon is colored,,,completed,Testing #217139 Not sure if this was intentional. I only see this behavior on this icon: ![CleanShot 2024-06-25 at 10 14 40@2x](https://github.com/microsoft/vscode/assets/25163139/d8cf7881-285c-4957-847f-3d07b144bcca)
218088,Cannot focus list view to scroll through responses with keyboard,,,,Testing #217202 Repro: 1. Use /explain in inline chat to get a long response. 2. Try using `Cmd+Up` to focus the last response (does not work) 3. Use `Shift+Tab` to focus the last response 4. Try using `Cmd+Up` to scroll up in list view of chat messages. (does not work)
218083,References view overlaps scrollbar,,,completed,"Testing #217202 <img width=""678"" alt=""image"" src=""https://github.com/user-attachments/assets/75f7749c-128e-45b2-beef-f161444f4f4e""> Note the response text area seems appropriately margined/padded."
218072,Hover actions can be cut off,,,completed,"Found in https://github.com/microsoft/vscode/issues/218118 ![image](https://github.com/user-attachments/assets/ddd0a301-70e3-42d9-92ae-9fd43dc92f2c) Seems to be an easy repro: <img width=""527"" alt=""Screenshot 2024-06-25 at 7 49 59 AM"" src=""https://github.com/user-attachments/assets/ca4a51b8-b9a7-4a03-b7bb-89e25014c4cb"">"
218061,Show conflicts errors when I try opening the file with conflicts,,,completed,"<img width=""281"" alt=""Screenshot 2024-06-25 at 7 13 47 AM"" src=""https://github.com/user-attachments/assets/797ab71d-b042-4c6a-9ea9-9019aa2f6c06""> Clicking settings.json here gives me an error: <img width=""1309"" alt=""Screenshot 2024-06-25 at 7 13 34 AM"" src=""https://github.com/user-attachments/assets/823aea70-8cd4-44de-bf55-32edbd87f6a9""> Log ``` 2024-06-25 07:12:58.609 [info] Using settings sync service https://vscode-sync-insiders.trafficmanager.net/ 2024-06-25 07:12:58.609 [info] Auto Sync is enabled. 2024-06-25 07:12:58.609 [info] Auto Sync: Suspended until auth token is available. 2024-06-25 07:12:59.256 [info] Auto Sync: Triggered by Interval 2024-06-25 07:12:59.256 [info] Sync started. 2024-06-25 07:13:00.506 [info] Settings: Detected conflicts while synchronizing settings. 2024-06-25 07:13:00.937 [info] Keybindings: No changes found during synchronizing keybindings. 2024-06-25 07:13:01.453 [info] Snippets: No changes found during synchronizing snippets. 2024-06-25 07:13:01.525 [info] Tasks: No changes found during synchronizing tasks. 2024-06-25 07:13:01.533 [info] Deleting non existing profile from backup /Users/tyriar/Library/Application Support/Code - Insiders/User/sync/e"
218118,Terminal Hover Feedback,,,completed,Testing microsoft/vscode-python#23674 ![image](https://github.com/user-attachments/assets/43c3f879-c1af-4863-8abd-ddd83e5a5fd0) I would use capital casing. Also the links seem cut off on the right @Tyriar
218059,Very brief flicker when opening inline chat again,,,completed,"* use `""inlineChat.experimental.textButtons"": true` * open inline chat * type a query so that the blue button shows * select ESC to close and then trigger inline chat again * :bug: short blue button flicker https://github.com/user-attachments/assets/b11ce8a4-a780-4f28-bcc3-1e749bd3d7ea"
218058,Wrong API proposal error/warning,,,completed,"* latest insiders * latest chat prerelease * reload window * :bug: the following warning appears on the console ⬇️ ``` ERR Extension 'github.copilot-chat' wants API proposal 'lmTools@2' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned. ```"
218050,ServiceWorker: `workbench.web.main.nls.js` is blocked,,,completed,Testing #216888 * FF * open devtools * open https://insiders.vscode.dev/?vscode-version=43f70eca0c428e6f1a5bfad59a9b2a66f99b748d * :bug: the NLS file cannot be loaded because of CORS issues ``` The resource at “https://main.vscode-cdn.net/insider/43f70eca0c428e6f1a5bfad59a9b2a66f99b748d/out/vs/workbench/workbench.web.main.nls.js” was blocked due to its Cross-Origin-Resource-Policy header (or lack thereof). See https://developer.mozilla.org/docs/Web/HTTP/Cross-Origin_Resource_Policy_(CORP)# ```
218046,vscode.dev NLS script loading can finish after code loading,,,completed,"Testing #216888 * safari * incognito mode * open https://insiders.vscode.dev/?vscode-version=43f70eca0c428e6f1a5bfad59a9b2a66f99b748d * page doesn't load, console contains NLS missing error but also errors about duplicated modules ``` [Error] Error: !!! NLS MISSING: 10309 !!! n (insiders.vscode.dev:6:5132) h (insiders.vscode.dev:6:4998) (anonymous function) (workbench.web.main.js:622:26996) _invokeFactory (insiders.vscode.dev:5:1497) complete (insiders.vscode.dev:5:1721) _onModuleComplete (insiders.vscode.dev:6:1060) _resolve (insiders.vscode.dev:6:528) defineModule (insiders.vscode.dev:5:5594) f (insiders.vscode.dev:6:1783) (anonymous function) (workbench.web.main.js:622:26805) Global Code (workbench.web.main.js:3163:10024) ``` full log ``` [Warning] 500 console messages are not shown. [Warning] Duplicate definition of module 'vs/editor/common/model/mirrorTextModel' (insiders.vscode.dev, line 5) [Warning] Duplicate definition of module 'vs/editor/common/model/textModelPart' (insiders.vscode.dev, line 5) [Warning] Duplicate definition of module 'vs/editor/common/model/textModelSearch' (insiders.vscode.dev, line 5) [Warning] Duplicate definition of module 'vs/editor/common/model/pie"
218034,Clear all workspace chats should also clear current chat,,,completed,"1. F1 > clear all workspace chats 2. Chat history is cleared, but my current chat is still visible 🐛 Instead we should open a brand new chat, and make sure the current one (that is now in history) is also cleared."
218031,Chat outline in response title is cut-off,,,completed,"1. Chat view, ""What are the issues from this repo assigned to me"" 2. You get a response, click on the `GitHub Copilot used ...` line 3. Outline is cut 🐛 The outline should contain the actions on the right ![Image](https://github.com/user-attachments/assets/c42b051e-fda6-4f0a-b871-c0655ed76aed)"
218021,Inline chat in terminal lacks bottom padding,,,completed,"* open terminal * open inline chat * 🧀 <img width=""1015"" alt=""image"" src=""https://github.com/user-attachments/assets/057da523-797e-4512-ade6-b46541abc447"">"
218000,Trying to add a disposable to a DisposableStore that has already been disposed of,,,completed,This happens when reloading the window with a longish codeblock in the history ``` lifecycle.js:329 Error: Trying to add a disposable to a DisposableStore that has already been disposed of. The added object will be leaked! at DisposableStore.add (lifecycle.js:329:34) at ChatTextEditContentPart._register (lifecycle.js:393:32) at chatTextEditContentPart.js:104:30 at async CodeCompareBlockPart.updateEditor (codeBlockPart.js:571:30) at async CodeCompareBlockPart.render (codeBlockPart.js:526:13) ```
217974,Hover accessible view shows icons as space,,,,"Testing #217237 <img width=""621"" alt=""image"" src=""https://github.com/user-attachments/assets/a0eb712f-a15b-4268-a996-0c23f5be299b""> I don't know what the norm is for screen readers, but it might be nice to have something other than ""space"" read when keying to an icon."
217946,Bold text is streamed with asterisks and changed to bold font later + thinking icon flickers as it is turning,,,completed,"Testing #217639 I created a new notebook with the `/newNotebook` command. As the response is streaming in, you see bold text streamed in with asterisks in front, when the closing asterisks are found, the corresponding text is changed to bold text. I am wondering if this can somehow be changed so that we directly stream in bold text on encountering asterisks? After the text is streamed in, there is a turning circular icon that appear that has the associated text `thinking`. The icon flickers as it is turning. The icon movement is not smooth. https://github.com/microsoft/vscode/assets/61460952/832d4bf5-ed42-462f-9cce-16f62f9f9f52 The log in the Window output is appended here. [testing4.docx](https://github.com/user-attachments/files/15969923/testing4.docx)"
217915,"Streaming code block flickers, and some other text is visible during the flicker",,,completed,"Testing #217639 I asked copilot to generate the fibonacci sequence. At some point towards the end of the streaming process, the code block flickered. When it disappeared, some text was visible behind the code block. https://github.com/microsoft/vscode/assets/61460952/713288e8-9145-4ee8-a98c-796e919c74ef The output in the `Window`: [testing2.docx](https://github.com/user-attachments/files/15969198/testing2.docx)"
217907,Paragraph streamed at once in a non-smooth manner + references view is open and then closes as response is streamed in,,,completed,"Testing #217639 In the following example where I ran the command `@workspace /explain`, I noticed two things which I found a bit unexpected. - After the 1st and the 2nd point were streamed in, there was a pause and the 3rd point was streamed in directly in a block. This looked a bit sudden. I am wondering if this is something we control and if we can make streaming more smooth? The same happened for the 4th point. - Initially the references view was open and then it closed before streaming in the response. I guess this is maybe intentional so that the references view does not take up too much space in the panel, it just looked at bit sudden too. https://github.com/microsoft/vscode/assets/61460952/84098707-baa3-4ead-b0f7-92fec709f6d7 The output in the Window is appended here in a word file. [testing.docx](https://github.com/user-attachments/files/15969043/testing.docx)"
217902,Rename is not reflected immediately,,,completed,Testing #217139 ![Code_-_Insiders_W5Aa5SgA9x](https://github.com/user-attachments/assets/928f1065-a0be-4657-ab13-822cd988b898) The stale name is also used when exporting the profile.
217901,enabling interactiveWindow.executeWithShiftEnter does not update hint,,,completed,"Testing #216852 * From gear icon, enable the setting `interactiveWindow.executeWithShiftEnter` * Switch back to the interactive window and see no hint in the input box * Reloading the workspace does not help as well ``` Name: Jupyter Id: ms-toolsai.jupyter Version: 2024.6.2024062401 Publisher: Microsoft Name: Python Id: ms-python.python Version: 2024.9.11762330 Publisher: Microsoft Version: 1.91.0-insider Commit: 3e9cab05385c88a3174175e47085952bd3caf8a3 Date: 2024-06-25T06:01:04.514Z Electron: 29.4.0 ElectronBuildId: 9728852 Chromium: 122.0.6261.156 Node.js: 20.9.0 V8: 12.2.281.27-electron.0 OS: Darwin arm64 23.6.0 ``` <img width=""1031"" alt=""Screenshot 2024-06-25 at 18 49 24"" src=""https://github.com/microsoft/vscode/assets/964386/ed0dfd16-58e8-451f-aa68-73b6628463ee"">"
217853,Mysterious focus on second tab,,,completed,"Testing #217202 1. Enable text buttons and reload 2. `ctrl+i` 3. Start typing, then hit tab once. 4. ✅ Tab goes to microphone 5. Hit tab again 6. I can't tell where the focus is. It's not on the ""enter to send"" button, because I can see that focus moves there on a subsequent, third, tab. ![Recording 2024-06-25 at 11 09 47](https://github.com/user-attachments/assets/9a66d8e8-6b00-4287-ad1b-dd28fad6cb41)"
217836,Curious highlighting of cells on using `ctrl + click`.,,,,Testing #217640 The python script for the following example is as follows: <details> ``` # %% [markdown] # ## h2 - 0 # %% print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') print('cat') # %% [markdown] # # %% [markdown] # ### h3 - 0.1 # %% print('dog') # %% [markdown] # #### h4 - 0.1.1 # %% print('dog') # %% [markdown] # ## h2 - 1 # %% print('dog') # %% [markdown] # ### h3 - 1.1 # %% print('dog') # %% [markdown] # ### h3 - 1.2 # %% print('dog') # %% [markdown] # #### h4 - 1.2.1 # %% print('dog') # %% [markdown] # #### h4 - 1.2.2 # %% print('dog') # %% [markdown] # ##### h5 - 1.2.2.1 # %% print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') # %% print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') print('dog') # %% [markdown] # ##### h5 - 1.2.2.2 # %% print('dog') # %% print('dog') # %% print('dog') # %% print('dog') # %% [markdown] # ## h2 - 3 # %% [markdown] # ### h3 - 3.1 # %% print('dog') # %% [markdown] # ## h2 - 4 # %% [markdown] # ### h3 - 4.1 # %% print('dog') ``` </detai
217835,Go to definition in Chat view does not work for typescript,,,completed,"Based on your message I got the impression that we are adding language smarts to the code blocks in the chat view. However it is not working for me. macOS, insiders, latest copilot chat pre-release 1. binary search in typescript 2. I get this output ```typescript function binarySearch(arr: number[], target: number): number { let left: number = 0; let right: number = arr.length - 1; while (left <= right) { let mid: number = Math.floor((left + right) / 2); // Check if target is present at mid if (arr[mid] === target) { return mid; } // If target greater, ignore left half if (arr[mid] < target) { left = mid + 1; } // If target is smaller, ignore right half else { right = mid - 1; } } // Target was not found return -1; } // Example usage const arr: number[] = [2, 3, 4, 10, 40]; const target: number = 10; const result: number = binarySearch(arr, target); if (result !== -1) { console.log(`Element found at index ${result}`); } else { console.log(""Element not present""); } ``` I click on the `binarySearch` function call at the end, and go to definition. This is a no-op 🐛 I would expect that the start of the code block is revealed and that cursor moves to the method declaration of `binarySea"
217832,"Background selection expands as adding more text, but find results do not update",,,,"Testing #217640 - Select several lines in the cell, open the find widget and toggle the option `find in selection` - The results will be displayed in the selection. Suppose there are `n` results. - Add some text in the selection which would match the find pattern - The selection background expands when the new text is added - The bottom-most match is not colored. Only the top `n` results are shown despite there being `n+1` results in the greyed out selection 🐛 Perhaps what could be done is to remove the find in selection condition as soon as one starts typing in the initial selection https://github.com/microsoft/vscode/assets/61460952/5db76db7-53e7-4f2d-a33d-5efcb3c1b2ef"
217645,IChatTask can't be serialized,,,,"IChatTask: https://github.com/microsoft/vscode/blob/93a7382ecd63439a5bc507ef60e57610845ec05d/src/vs/workbench/api/browser/mainThreadChatAgents2.ts#L42 is a class with methods that don't get serialized, so the interface is inaccurate after reloading the window, and that caused some issues while trying to refactor things. We should figure out how to set this up so that the types are correct after it's deserialized. Maybe we can push a full object with methods to the model, but when reading the chat response value, you get a different simpler interface. Or maybe we need some custom deserialization logic for some types."
217387,Language type icon overriding file autocompletion,,,,"![Screenshot from 2024-06-24 20-32-52](https://github.com/microsoft/vscode/assets/109205677/f121ce65-5cf7-4019-82d7-48046a2f7e07) Type: <b>Bug</b> edit a file in C and increase the font size, then try including a header file and activate the autocompletion. VS Code version: Code 1.90.2 (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:33:48.698Z) OS version: Linux x64 6.1.0-21-amd64 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz (8 x 982)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: disabled_off| |Load (avg)|1, 1, 1| |Memory (System)|15.41GB (10.96GB free)| |Process Argv|--crash-reporter-id 6f97c42c-909d-47ee-a60c-bafb01b1258c| |Screen Reader|no| |VM|0%| |DESKTOP_SESSION|gnome| |XDG_CURRENT_DESKTOP|GNOME| |XDG_SESSION_D"
217386,Diff editor doesn't word wrap,,,,"Type: <b>Bug</b> Since enabling the new diff editor a year or so ago, I've noticed that it doesn't word-wrap the original side, just the new side. Reproduce: 1. in a git repository, edit a line that's over 80 characters long, say in a .md file. 2. Open the diff from the scm view. 3. Notice that it'll wrap on the right, but not on the left. I assume that word-wrapping would need to be enabled. VS Code version: Code 1.90.2 (Universal) (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:37:41.291Z) OS version: Darwin arm64 23.5.0 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Apple M1 (8 x 2400)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled| |Load (avg)|3, 3, 4| |Memory (System)|8.00GB (0.06GB free)| |Process Argv|--crash-reporter-id cb9ad7f5-d968-4f8f-8dad-53d8b2f60d9c| |Screen Reader|no| |VM|"
217326,Debug duplicates inline values if shadowed,,,completed,Turn on `debug.inlineValues` and debug ``` let foo = 1; if (true) { let foo = 2; debugger; } ``` Notice a duplicate value on line 1 🐛
217220,VSC keeps crashing,,,,"Type: <b>Bug</b> The IDE keeps closing randomly in the middle of development. VS Code version: Code 1.90.2 (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:34:26.404Z) OS version: Windows_NT x64 10.0.22631 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|13th Gen Intel(R) Core(TM) i7-13700KF (24 x 3418)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled| |Load (avg)|undefined| |Memory (System)|15.84GB (7.58GB free)| |Process Argv|--crash-reporter-id 99103022-9a73-45f3-a52b-f0726de9b663| |Screen Reader|no| |VM|0%| </details><details><summary>Extensions (10)</summary> Extension|Author (truncated)|Version ---|---|--- bracket-pair-color-dlw|Bra|0.0.6 composer-php-vscode|DEV|1.48.15635 phptools-vscode|DEV|1.48.15635 profiler-php-vscode|DEV|1.48.15635 es7-react-js-snippets|dsz|"
217188,Deregistering default setting override removes default even if an override is provided by another extension,,,completed,"Testing https://github.com/microsoft/vscode/issues/217238 Currently when the default overrides from an extension are deregistered, the override value is removed instead of checking if another extension provides a default value for the specific setting."
216953,"Fallback on ""legacy"" diff algorithm if ""advanced"" is too slow",,,,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- Please search existing issues to avoid creating duplicates. --> <!-- Describe the feature you'd like. --> When diffing docker build logs, I noticed the new default ""advanced"" diff algorithm is very slow and sometimes can completely fail to produce a diff (even after 30 secs, for 15k lines file). If there's no time limit, VS code will simply hang and never produce the diff. If there's a time limit and the diff takes longer, in the end you have the 2 files side by side but with no diff. And if you set the ""legacy"" diff algorithm, well you can't benefit from the ""advanced"" one for when it works. So, if the ""advanced"" algorithm fails, is to possible to fallback to the ""legacy"" one instead of only showing 2 files side by side? Maybe optionally, and with still a fallback to 2 files side by side if the ""legacy"" fails too. This was observed on: ``` Version: 1.90.2 (user setup) Commit: 5437499feb04f7a586f677b155b039bc2b3669eb Date: 2024-06-18T22:34:26.404Z Electron: 29.4.0 ElectronBuildId: 9728852 Chromium: 122.0.6261.156 Node.js: 20"
216952,Multi cursor editing with option+right & option+left (cursorWordEndRight vs cursorWordEndLeft) can get the cursor out of sync even when operating on the data of the same shape,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> Version: 1.89.1 Commit: dc96b837cf6bb4af9cd736aa3af08cf8279f7685 Date: 2024-05-07T05:14:32.757Z Electron: 28.2.8 ElectronBuildId: 27744544 Chromium: 120.0.6099.291 Node.js: 18.18.2 V8: 12.0.267.19-el"
216946,Can't collapse in Folders panel with directional key if a folder only contains one folder,,,,"Type: <b>Bug</b> * Open vscode in an empty workspace * Create one folder `foo` in workspace * Create one folder `bar` in `foo` * Create one file `hello` in `foo/bar` * Select `hello` file in `Folders` panel * Try to collapse `foo` folder by pressing the left key on the keyboard You can't because the active element is stuck on `bar` folder. You can collapse `foo` when you click with the mouse on the arrow. ![image](https://github.com/microsoft/vscode/assets/9248729/25dff352-3104-4ed0-b70c-22bf992a1fff) VS Code version: Code 1.90.2 (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:34:26.404Z) OS version: Windows_NT x64 10.0.22631 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz (16 x 2304)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webg"
219121,"Outline doesn't show where we are executing, and there is no Goto button",,,,"Type: <b>Bug</b> The outline doesn't reflect the currently executing item. Besides, ""Goto"" button is not available. So, the problem is: when one has a big notebook and it is executing, it is hard to find WHERE is is executing. We need to scroll the notebook, and this is very inconvenient. Please, compare of how it is done in the classic jupyter notebook of the version 6.5 (prior to the one which is based on jupyter lab): there is a TOC extension which clearly allows to see what is being executed and where. ![image](https://github.com/microsoft/vscode-jupyter/assets/8807043/66ba22fa-d34d-4eb3-aa2f-0b78549f55c4) VS Code version: Code 1.90.2 (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:33:48.698Z) OS version: Linux x64 6.4.6-060406-generic Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Intel(R) Xeon(R) CPU E5-2696 v4 @ 2.20GHz (88 x 2793)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>vi"
216865,Source control message input hover is not usable,,,completed,"Type: <b>Bug</b> See screen cap for the issue. Moving the mouse pointer on the hover causes the hover view to go away. https://github.com/microsoft/vscode/assets/3840081/e22c7b9a-a65a-41a9-921a-0aa8c487f4c8 VS Code version: Code - Insiders 1.91.0-insider (6afc1c279374106ca4c60382c0d92ed661f4c7e4, 2024-06-20T05:49:38.362Z) OS version: Windows_NT x64 10.0.22631 Modes: <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz (8 x 1498)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled| |Load (avg)|undefined| |Memory (System)|31.60GB (7.93GB free)| |Process Argv|--folder-uri file:///c%3A/GIT/s%20p/vscode-python --log info --crash-reporter-id 4fb1ebc1-cf4c-4880-a88a-47738ec3768d| |Screen Reader|no| |VM|0%| </details><details><summary>Extensions (21)</summar"
